Date,Open,High,Low,Close,Adj Close,Inflation
1930-08-01,21.110001,21.520000,19.879999,21.370001,21.370001,-4.62
1930-09-01,21.379999,21.860001,18.590000,18.590000,18.590000,-4.05
1930-10-01,19.420000,19.420000,16.900000,16.940001,16.940001,-4.62
1930-11-01,17.129999,17.200001,15.540000,16.379999,16.379999,-5.20
1930-12-01,16.799999,16.959999,14.440000,15.340000,15.340000,-6.40
1931-01-01,15.850000,16.420000,15.090000,16.190001,16.190001,-7.02
1931-02-01,16.160000,18.170000,16.160000,18.030001,18.030001,-7.65
1931-03-01,17.520000,18.059999,16.660000,16.690001,16.690001,-7.69
1931-04-01,16.520000,16.719999,14.370000,15.090000,15.090000,-8.82
1931-05-01,14.650000,15.440000,13.020000,13.020000,13.020000,-9.47
1931-06-01,12.400000,15.350000,12.200000,14.830000,14.830000,-10.12
1931-07-01,15.070000,15.260000,13.730000,13.730000,13.730000,-9.04
1931-08-01,13.930000,14.290000,13.550000,13.860000,13.860000,-8.48
1931-09-01,13.920000,13.920000,9.710000,9.710000,9.710000,-9.64
1931-10-01,9.530000,10.960000,8.820000,10.430000,10.430000,-9.70
1931-11-01,10.500000,11.520000,9.310000,9.500000,9.500000,-10.37
1931-12-01,9.380000,9.380000,7.720000,8.120000,8.120000,-9.32
1932-01-01,7.560000,8.920000,7.550000,7.940000,7.940000,-10.06
1932-02-01,8.230000,8.840000,7.500000,8.290000,8.290000,-10.19
1932-03-01,8.350000,8.980000,7.310000,7.310000,7.310000,-10.26
1932-04-01,7.180000,7.180000,5.830000,5.830000,5.830000,-10.32
1932-05-01,5.740000,6.090000,4.470000,4.470000,4.470000,-10.46
1932-06-01,4.400000,5.120000,4.400000,4.430000,4.430000,-9.93
1932-07-01,4.600000,6.030000,4.410000,6.030000,6.030000,-9.93
1932-08-01,6.110000,8.580000,5.870000,8.390000,8.390000,-10.60
1932-09-01,8.470000,9.310000,7.340000,8.080000,8.080000,-10.67
1932-10-01,8.060000,8.060000,6.420000,6.960000,6.960000,-10.74
1932-11-01,6.760000,7.680000,6.480000,6.550000,6.550000,-10.20
1932-12-01,6.730000,7.120000,6.470000,6.920000,6.920000,-10.27
1933-01-01,6.830000,7.340000,6.830000,6.940000,6.940000,-9.79
1933-02-01,6.670000,6.760000,5.530000,5.660000,5.660000,-9.93
1933-03-01,5.770000,6.930000,5.650000,5.850000,5.850000,-10.00
1933-04-01,5.870000,7.910000,5.870000,7.830000,7.830000,-9.35
1933-05-01,8.430000,9.780000,8.340000,9.640000,9.640000,-8.03
1933-06-01,9.740000,10.980000,9.740000,10.910000,10.910000,-6.62
1933-07-01,11.620000,12.200000,9.650000,9.950000,9.950000,-3.68
1933-08-01,10.250000,11.280000,10.050000,11.090000,11.090000,-2.22
1933-09-01,11.230000,11.230000,9.650000,9.720000,9.720000,-1.49
1933-10-01,9.620000,10.320000,8.610000,8.960000,8.960000,-0.75
1933-11-01,9.120000,10.230000,9.120000,9.880000,9.880000,0.00
1933-12-01,9.910000,10.310000,9.550000,9.970000,9.970000,0.76
1934-01-01,10.110000,11.330000,9.760000,11.170000,11.170000,2.33
1934-02-01,11.460000,11.820000,10.690000,10.760000,10.760000,4.72
1934-03-01,10.720000,11.070000,10.420000,10.620000,10.620000,5.56
1934-04-01,10.760000,11.160000,10.460000,10.460000,10.460000,5.56
1934-05-01,10.460000,10.460000,9.450000,9.610000,9.610000,5.56
1934-06-01,9.380000,10.370000,9.380000,9.810000,9.810000,5.51
1934-07-01,9.690000,9.990000,8.360000,8.680000,8.680000,2.29
1934-08-01,8.950000,9.520000,8.690000,9.150000,9.150000,1.52
